Query,Response
Nilaiyāṉa vaipputtokaiyait toṭaṅkakkūṭiya oru taṉinaparait tavira?, kāla vaippu kaṇakkukaḷai taṉinaparkaḷ taṉittaṉiyākavō allatu kūṭṭākavō tiṟakkalām  mēlum itu kūṭṭāṇmai niṟuvaṉaṅkaḷāṉa taṉiyār maṟṟum potu varaiyaṟukkappaṭṭa niṟuvaṉaṅkaḷ kuṟippiṭappaṭṭa caṅkaṅkaḷ caṅkaṅkaḷ aṟakkaṭṭaḷaikaḷāl tiṟakkappaṭalām.
Taṉinaparkaḷ kūṭṭu nilaiyāṉa vaipputtokaiyait tiṟakka muṭiyumā?, Ām. Ṭepāciṭ kaṇakkukaḷai oru taṉi napar taṉatu conta peyaril allatu oṉṟukku mēṟpaṭṭa taṉinaparkaḷ taṅkaḷ peyaril tiṟakkalām.
Kūṭṭāka vaittirukkum nilaiyāṉa vaipputtokaikku yār kaṇakkai iyakka muṭiyum?, Kūṭṭuk kaṇakkukaḷiṉ ceyalpāṭu oṉṟukku mēṟpaṭṭa taṉinaparkaḷāl toṭaṅkappaṭṭa kūṭṭuk kaṇakkai  iyakka vaḻimuṟaikaḷiṉ kīḻ (oṉṟum) kūṭṭu vaittiruppavarkaḷ āṇaikku oppuk koṇṭāl  oru kūṭṭuk kaṇakkai oru kūṭṭu vaittiruppavarāl iyakka muṭiyum. Pārṭṭi āparēṣaṉ). Āṇaiyil kuṟippiṭappaṭṭuḷḷapaṭi oṉṟukku mēṟpaṭṭa taṉinaparkaḷ kūṭṭāka illaiyeṉil. Kūṭṭuk kaṇakku vaittiruppavarkaḷiṉ opputaluṭaṉ maṭṭumē iyakka vaḻimuṟaikaḷukkāṉa māṟṟam māṟṟiyamaikkappaṭum.
Nāṉ ilaṅkaikku veḷiyil vacikkum ilaṅkaip pirajai  nāṉ eppaṭi kaṇakkai tiṟappatu?, Toṭarpuṭaiya skēṉ ceyyappaṭṭa āvaṇaṅkaḷai miṉṉañcal mūlam nīṅkaḷ aṉuppalām maṟṟum ilaṅkaiyil uḷḷa eṅkaḷiṉ niyamikkappaṭṭa vaṅkik kaṇakkiṟku paṇattai māṟṟalām. Acal āvaṇaṅkaḷ piṉṉar eṅkaḷiṭam camarppikkappaṭa vēṇṭum.
Pavar āḥp aṭṭarṉi vaittiruppavar ṭepāciṭ viṇṇappap paṭivattil kaiyeḻuttiṭa muṭiyumā?, Ām. Kaṇakkait tiṟakkum pōtu  ​​acal pavar āḥp aṭṭarṉi nakaluṭaṉ camarppikkappaṭa vēṇṭum.
Oru nilaiyāṉa vaipputtokaiyait tiṟakkat tēvaiyāṉa āvaṇaṅkaḷ eṉṉa?, 1. Taṉinaparkaḷukku muṟaiyāka pūrtti ceyyappaṭṭa vaippu viṇṇappa nakal  ṭiraiviṅ laiceṉs cellupaṭiyākum pāspōrṭ nakaliṉ NIC nakaliṉ  vaipputtokaiyāḷariṉ mukavari NIC yiliruntu vēṟupaṭṭiruntāl  oru payaṉpāṭṭu macōtā allatu vaṅki aṟikkaiyiṉ nakal. Vaipput tētiyiliruntu 3 mātaṅkaḷukkuḷ vaḻaṅkappaṭṭa vaipputārariṉ taṟpōtaiya mukavari maṟṟum oru KYC paṭivam (uṅkaḷ vāṭikkaiyāḷarai aṟintu koḷḷuṅkaḷ) 2. Maṟṟavarkaḷukku muṟaiyāka pūrtti ceyyappaṭṭa ṭepāciṭ viṇṇappa nakal  niṟuvaṉattiṉ KYC paṭivattiṉ pativukkāṉa iyakkunarkaḷiṉ NICkaḷiṉ nakalkaḷ aṅkīkarikkappaṭṭa kaiyoppamiṭupavarkaḷ maṟṟum avarkaḷiṉ taṉinaparkaḷ KYC āṉatu HNB FINANCE uṭaṉ nilaiyāṉa vaipputtokaiyai vaippataṟkāṉa muṭivai uṟutippaṭuttum tīrmāṉaṅkaḷai nimiṭaṅkaḷai uruvākkukiṟatu. Viṇṇappa paṭivattil kuṟippiṭappaṭṭuḷḷapaṭi piṟa toṭarpuṭaiya āvaṇaṅkaḷ peṟappaṭa vēṇṭum.
KYC paṭivam ēṉ mukkiyamāṉatu?, Aṭaiyāḷa tiruṭṭu aṭaiyāḷa mōcaṭi paṇamōcaṭi payaṅkaravāta nitiyutaviyait taṭukka uṅkaḷ vāṭikkaiyāḷar paṭivattai aṟintu koḷḷuṅkaḷ. Kaṇakkait tiṟappataṟku muṉ KYC paṭivattai pūrtti ceyyumāṟu aṉaittu vaṅkikaḷukkum niti niṟuvaṉaṅkaḷukkum ilaṅkai mattiya vaṅki aṟivuṟuttiyuḷḷatu. Poruttamāṉa ātāramāka ēṟṟukkoḷḷappaṭṭa āvaṇaṅkaḷaik kōruvataṉ mūlam vāṭikkaiyāḷar aṭaiyāḷattaiyum mukavariyaiyum caripārppatu itil aṭaṅkum.
Inta takaval rakaciyamāka irukkumā?, Ām. 2011 Ām āṇṭiṉ niti vaṇikac caṭṭam eṇ 42 iṉ pirivu 61 iṉ kīḻ  aṉaittu vāṭikkaiyāḷar parivarttaṉaikaḷ toṭarpāka niṟuvaṉattiṉ aṉaittu atikārikaḷum kaṭumaiyāṉa rakaciyattaṉmaiyaik kaṭaippiṭikka vēṇṭum.
Nāṉ HNB FINANCE kku tēvaiyāṉa KYC takaval allatu āvaṇaṅkaḷai vaḻaṅkavillai eṉṟāl eṉṉa naṭakkum?, HNB FINANCE ṭepāciṭṭai nirākarikka urimai uṇṭu.
Oru ṭepāciṭṭukkāṉa niyamaṉattiṟkāṉa ēṟpāṭu uḷḷatā?, Ām. Nīṅkaḷ virumpum enta naparaiyum nīṅkaḷ parinturaikkalām. Nīṅkaḷ oṉṟukku mēṟpaṭṭa naparkaḷai parinturaikkiṟīrkaḷ eṉṟāl  ovvoru napariṉ paṅkaiyum nīṅkaḷ kuṟippiṭa vēṇṭum. Illai eṉṟāl cama paṅku aṭippaṭaiyil paricīlippōm. Parinturaikkappaṭṭavarkaḷiṉ muḻup peyarkaḷ maṟṟum avarkaḷiṉ aṭaiyāḷa eṇkaḷāṉa eṉaici pipi ṭi'el pōṉṟavai ṭepāciṭṭarāl camarppikkappaṭa vēṇṭum.
Nāṉ parinturaikkappaṭṭavarkaḷai māṟṟalāmā?, Putiya ṭepāciṭ viṣayattil  niyamaṉam ceyvataṟkāṉa vāyppai āṇai vaḻaṅkukiṟatu. Maṟṟa aṉaittu aṭuttaṭutta māṟṟaṅkaḷukkum ṭepāciṭṭariṭamiruntu eḻuttuppūrva uṟutippaṭuttal tēvai. Aṭuttaṭutta māṟṟaṅkaḷukku  nīṅkaḷ niṟuvaṉattiṉ parinturaip paṭivattaip peṟalām.
Kūṭṭuk kaṇakku vaḻakkil  kūṭṭu vaittiruppavarkaḷil yārāvatu nāmiṉiyai māṟṟa muṭiyumā?, Illai. Oru kūṭṭuk kaṇakkil  niyamaṉattai māṟṟuvataṟku aṉaittu kūṭṭu vaittiruppavarkaḷuṭaiya cam'matamum avaciyam.
Kūṭṭuk kaṇakku vaḻakkil  kūṭṭu vaittiruppavarkaḷil oruvar iṟantuviṭṭāl  eñciyiruppavar kaṇakkai iyakka muṭiyumā?, Ām. Eñciyirukkum vaittiruppavarkaḷ nāmiṉiyiṉ aṉumatiyiṉṟi kaṇakkai iyakkalām. Aṉaittu vaipputārarkaḷum iṟantāl maṭṭumē niyamaṉam naṭaimuṟaikku varum.
Ṭepāciṭ ceypavar iṟantāl eṉṉa naṭakkum? Paṇam evvāṟu celuttappaṭum?, Piṉvarum āvaṇaṅkaḷai nāmiṉi camarppittavuṭaṉ  nāmiṉikku paṇam celuttutal allatu parimāṟṟam ceyyalām; 1. Vaippuc cāṉṟitaḻ 2. Ṭepāciṭ ceytavariṉ iṟappuc cāṉṟitaḻiṉ cāṉṟaḷikkappaṭṭa nakal 3. Nāmiṉiyiṉ aṭaiyāḷam 4. Nāmiṉiyāl muṟaiyākap pūrtti ceyyappaṭṭa uṟutimoḻi 5. Nāmiṉiyiṉ aṟivuṟuttal kaṭitam
nāṉ kaṇakku toṭaṅkum pōtu eṉakku nilaiyāṉa vaippuc cāṉṟitaḻ kiṭaikkumā?, Ām. Piṉvarum takavaluṭaṉ uṅkaḷukku cāṉṟitaḻ vaḻaṅkappaṭum. Ṭepāciṭ kaṇakku eṇ ṭepāciṭ tēti mutirvu tēti vaipputtokaiyiṉ matippu ṭepāciṭṭariṉ peyarkaḷ avarkaḷiṉ aṭaiyāḷa vivaraṅkaḷuṭaṉ vaṭṭi celuttum muṟai ṭepāciṭṭai nirvakikkum vitimuṟaikaḷ maṟṟum nipantaṉaikaḷ.
Eṉatu cāṉṟitaḻai nāṉ iḻantālō allatu tavaṟāka iṭam peṟṟālō eṉṉa naṭakkum?, Ētēṉum parivarttaṉai ceyya uṅkaḷiṭam cāṉṟitaḻ tēvai. Itupōṉṟa cantarppaṅkaḷil  piṉvarum āvaṇaṅkaḷuṭaṉ nakal cāṉṟitaḻai nīṅkaḷ kōralām. Oru nōṭṭari jēpi mūlam cāṉṟaḷikkappaṭṭa vaipputārariṭamiruntu muṟaiyāka pūrtti ceyyappaṭṭa uṟutimoḻik kaṭitam (oru uṟutimoḻip pattirattiṉ mātiriyai niṟuvaṉattiṭamiruntu peṟalām)
taṟpōtaiya vaṭṭi vikitaṅkaḷ eṉṉa?, Taṟpōtaiya vaṭṭi vikitaṅkaḷukku iṅkē kiḷik ceyyavum.
Oppantam ceyyappaṭṭa ṭepāciṭ kālattil vaṭṭi vikitam māṟiṉāl eṉṉa naṭakkum?, Taṟpōtaiya vitikaḷiṉpaṭi ataṉ mutirvu varai vikitattil oppantam ceyyappaṭṭatāl vitimuṟaikaḷil enta māṟṟamum irukkātu.
Taṟpōtu ṭepāciṭkaḷ ēṟṟukkoḷḷappaṭum kālaṅkaḷ eṉṉa?, 1. 12 Mātaṅkaḷ 2. 18 Mātaṅkaḷ 3. 24 Mātaṅkaḷ 4. 36 Mātaṅkaḷ 5. 48 6. 60 Mātaṅkaḷ.
Nāṉ oru kuṟukiya kālattiṟku ṭepāciṭ ceyyalāmā?, Ām. Kuṟaintapaṭcam 12 mātaṅkaḷukku nilaiyāṉa vaipputtokaiyai nīṅkaḷ ceyyalām allatu 12 mātaṅkaḷukkum kuṟaivāka iruntāl nīṅkaḷ cēmippuk kaṇakkait tiṟakkalām.
Vaipputtokaikku evvāṟu paṇam celuttuvatu?, Uṅkaḷ arukiluḷḷa HNB nitik kiḷaikku paṇattiṉ mūlam ṭepāciṭ ceyyalām; HNB FINANCE niyamikkappaṭṭa vaṅkik kaṇakkiṟku nēraṭiyāka niti parimāṟṟam allatu HNB FINANCE PLC kku ātaravāka vaḻaṅkappaṭṭa vaṅki varaivōlai caripārkkavum
Taṟpōtuḷḷa vaipputtokaikku kūṭutalāka nitiyai avvappōtu ṭepāciṭ ceyya muṭiyumā?, Mutirvu tētiyil maṭṭumē cērttal pakutip paṇam celutta muṭiyum. Māṟṟāka nīṅkaḷ oru putiya vaippu kaṇakkai tiṟakkalām.
Ṭepāciṭ ceypavarukku allatu mūṉṟām tarappiṉarukku ātaravāka vaḻaṅkappaṭṭa kācōlaikaḷ mūlam ṭepāciṭ ceyya muṭiyumā? Maṟṟum HNB nitikku ātaravāka opputal aḷikkappaṭumā?, Mūṉṟām tarappiṉarukku (ṭipāciṭ ceypavarukku alla) cātakamāka irukkum kācōlaikaḷ ēṟkappaṭātu. Evvāṟāyiṉum  ṭepāciṭṭarukku ātaravāka varaiyappaṭṭa kaṭakkappaṭāta kācōlaikaḷ ēṟṟukkoḷḷappaṭalām. Kācōlaikaḷ mūlam ceyyappaṭum ṭepāciṭkaḷ aṉaittum  varuvāyaip peṟuvataṟku uṭpaṭṭatu.
Mutirvukku muṉ eṉatu nilaiyāṉa vaipputtokaiyai tirumpap peṟa muṭiyumā?, Ām. Nīṅkaḷ enta nērattilum muṭiyum. Iruppiṉum uṅkaḷ ṭepāciṭṭai tirumpap peṟāmalēyē nīṅkaḷ FD mukavar kaṭaṉaip peṟalām.
Mūtta kuṭimakkaḷ kaṇakkait tiṟakka yār takutiyāṉavarkaḷ?, 60 Vayatu allatu ataṟku mēṟpaṭṭa vāṭikkaiyāḷarkaḷ HNB niti mūtta kuṭimakkaḷ kaṇakkaip peṟat takutiyuṭaiyavarkaḷ
kuṭimakkaḷ kaṇakku vaittiruppavarkaḷil oruvar takutipeṟum vayatiṟkuk kīḻē uḷḷa mūtta kuṭimakaṉuṭaṉ kūṭṭuk kaṇakkait toṭaṅka muṭiyumā?, Illai kaṇakkait tiṟakkum pōtu aṉaittu kūṭṭu vaittiruppavarkaḷum 60 vayatai niṟaivu ceyya vēṇṭum.
Nāṉ oru mūtta kuṭimakaṉiṉ (60 vayatu) vayatai aṭaiyum pōtu eṉatu kaṇakkiṟku eṉṉa naṭakkum?, Uṅkaḷ vāṭikkaiyāḷar parāmarippu atikāriyiṭam pēcuṅkaḷ  putiya vaippu allatu cēmippuk kaṇakkait tiṟakkumpōtu tēvaiyāṉa māṟṟaṅkaḷaic ceyyalām.
HNB FINANCE vaippāḷarkaḷukku vēṟu eṉṉa naṉmaikaḷ uḷḷaṉa?, 1. Vaipputtokaikku etirāka kaṭaṉ vacatikaḷ. 2. Uttaravātak kaṭitaṅkaḷ (vaṅki uttaravātaṅkaḷ) 3. Ēṭi'emkaḷ mūlam TR vacatikaḷ.
Vaipputtokaikku nīṅkaḷ mātāntira vaṭṭi celuttukiṟīrkaḷā?, Ām vaṭṭiyai mātantōṟum allatu mutircciyiṉ pōtu celuttalām
vaṭṭi celuttum muṟaikaḷ eṉṉa?, Vaipputtokaiyāḷariṉ aṟivuṟuttaliṉ paṭi vaṭṭi celuttutal piṉvarumāṟu ēṟpāṭu ceyyalām; vāṭikkaiyāḷarāl niyamikkappaṭṭa kaṇakkiṟku paṇam celuttutal (e.Kā. HNB niti cēmippu kaṇakku allatu piṟa vaṅki kaṇakkukaḷ)
iraṇṭāvatu vaippāḷar allatu niyamikkappaṭṭa naparukku vaṭṭi celutta muṭiyumā?, Ām. Vaipputtokaitārariṉ aṟivuṟuttalkaḷuṭaṉ  vaippu kaṇakku vaittiruppavarkaḷiṉ eḻuttuppūrva opputaluṭaṉ kūṭṭu vaittiruppavarkaḷil oruvarukku allatu mūṉṟām tarappiṉarukku vaṭṭi celuttappaṭalām.
Vaipputtokaiyiṉ mutircciyai nīṅkaḷ eppōtu terivikkiṟīrkaḷ?, Mutirvut tētikku 14 nāṭkaḷukku muṉṉatāka kaṇiṉiyil uruvākkappaṭṭa putuppittal aṟivippu aṉuppappaṭum.
Eṉatu ṭepāciṭṭaip putuppikka nāṉ eṉṉa ceyya vēṇṭum?, Pūrtti ceyyappaṭṭa putuppittal aṟivippu maṟṟum mutirnta kāla vaippuc cāṉṟitaḻai eṅkaḷukku aṉuppa vēṇṭum allatu putuppittalil putiya cāṉṟitaḻai vaḻaṅka inta āvaṇaṅkaḷai eṅkaḷ kiḷaikaḷil ētēṉum oṉṟil oppaṭaikkalām.
Putuppittal paṭivattil aṉaittu kūṭṭu vaippāḷarkaḷiṉ kaiyoppaṅkaḷ tēvaiyā?, Itu kaṇakkait tiṟakkum pōtu koṭukkappaṭṭa iyakka vaḻimuṟaikaḷukku uṭpaṭṭatu.
Putuppittal aṟivippukku nāṉ patilaḷikkavillai eṉṟāl eṉatu vaipputtokaikku eṉṉa naṭakkum?, Mātāntira vaṭṭi celuttum nilaiyāṉa vaipputtokaiyil atē kālakaṭṭattiṟku naṭaimuṟaiyil uḷḷa vaṭṭi vikitattuṭaṉ mūlataṉam tāṉākavē putuppikkappaṭum. Mēlum itu mutirvu vaipputtokaiyāka iruntāl  mūlataṉam tiraṭṭappaṭṭa vaṭṭiyuṭaṉ putuppikkappaṭṭu  naṭaimuṟaiyil uḷḷa vikitattil cama kālattiṟku putuppikkappaṭum.
Mutirvu nērattil eṉatu vaipputtokaiyai nāṉ evvāṟu tirumpap peṟuvatu?, Paṇam celuttum vaḻimuṟaikaḷuṭaṉ muṟaiyāka ṭiscārj ceyyappaṭṭa acal vaippuc cāṉṟitaḻai nīṅkaḷ camarppikka vēṇṭum.
Nāṉ tirumpap peṟuvataṟkāṉa aṟivippai vaḻaṅka vēṇṭumā?, Tirumpap peṟuvataṟkāṉa aṟivippu tēvaiyillai. Evvāṟāyiṉum  oru kiḷai mūlam paṇam tirumpap peṟappaṭṭāl  oru maiya iṭattil paṇam celuttappaṭuvatāl  oru nāḷ aṟivippai vaḻaṅkuvatu nallatu.
Eṉakku avacaramāka paṇam tēvaippaṭṭāl nāṉ ṭepāciṭṭai tirumpap peṟalāmā?, Ām uṅkaḷāl muṭiyum. Ṭepāciṭṭai ṭepāciṭ ceypavariṉ kōrikkaiyiṉ pēril maṟṟum niṟuvaṉattiṉ viruppappaṭi taḷḷupaṭi ceyyappaṭṭa vaṭṭi vikitattiṟku uṭpaṭṭu tirumpap peṟalām. Kūṭṭuk kaṇakkai tirumpap peṟumpōtu  ​​kūṭṭu vaittiruppavarkaḷ vaḻaṅkiya iyakka vaḻimuṟaikaḷiṉpaṭi aṉumatikkappaṭum.
Nāṉ muṉkūṭṭiyē paṇam peṟa muṭiyumā?, Ām. Muḻu muṉkūṭṭiyē tirumpap peṟuvataṟkum atē naṭaimuṟai poruntum. Evvāṟāyiṉum  attakaiya cantarppaṅkaḷil vaipputtokai mutirvu vaipputtokaiyil 90.00% Varaiyilum  vaipput tokaiyiṉ mātāntira vaipputtokaiyil 70 catavītam varaiyilum kaṭaṉaip peṟuvataiyum karuttil koḷḷalām.
Ṭepāciṭ ceypavarkaḷil oruvariṉ kaiyoppam mutirvu allatu muṉkūṭṭiyē paṇam celutta pōtumāṉatā?, Itu kaṇakkait tiṟakkum pōtu koṭukkappaṭṭa iyakka vaḻimuṟaikaḷaip poṟuttatu.
Vaipputtokaiyiṉ mītu nīṅkaḷ kaṭaṉai aṉumatippīrkaḷā?, Ām  vaipputtokaiyiṉ vakaiyiṉpaṭi mūlataṉa matippil 70% mutal 90% varaiyilāṉa uṅkaḷ vaipputtokaikku etirāka kaṭaṉukku viṇṇappikka nīṅkaḷ takutiyuṭaiyavar
Taṟkālika kaṭaṉaip peṟa eṉṉa aṟivippu avaciyam?, Enta aṟivippum tēvaiyillai.
Kaṭaṉ peṟa eṉṉeṉṉa āvaṇaṅkaḷ tēvai?,1. Acal nilaiyāṉa vaippuc cāṉṟitaḻ 2. Ṭepāciṭ viṇṇappattil koṭukkappaṭṭuḷḷa ceyalpāṭṭu aṟivuṟuttaliṉpaṭi vaippāḷar kaiyoppamiṭṭa kaṭaṉ viṇṇappap paṭivam
kaṭaṉai tavaṇai muṟaiyil tiruppic celutta muṭiyumā?, Ām. Vaipputtokaiyiṉ mutirvu muṭivaṭaiyum varai kaṭaṉait tiruppic celuttalām. Ataṉpiṟaku nīṅkaḷ virumpiṉāl  ṭepāciṭ putuppittalukku uṭpaṭṭu kaṭaṉ pākkiyai muṉṉōkki koṇṭu cellalām.
Kuttakai mūlam nitiyaḷippataṉ naṉmaikaḷ eṉṉa?, 1. Pārampariya nitiyutavikaḷai viṭa vacatikaḷai mika vēkamākap peṟalām 2. Kuṟaivāṉa āvaṇaṅkaḷ tēvai 3. Terinta mātāntira arppaṇippu 4. Vaṅki varikaḷai viṭuvikkiṟatu 5. Uṅkaḷ tēvaikkēṟpa tiruppic celuttum tiṭṭaṅkaḷ (kaṭṭamaikkappaṭṭa maṟṟum mītamuḷḷa kuttakai vacatikaḷ)
eṉṉa vakaiyāṉa upakaraṇaṅkaḷ nitiyaḷikkappaṭukiṉṟaṉa?, Mōṭṭār vākaṉaṅkaḷ muccakkara vaṇṭikaḷ mōṭṭār caikkiḷkaḷ ṭirākṭarkaḷ kaṭṭumāṉa upakaraṇaṅkaḷ ālai maṟṟum iyantira kaṇiṉikaḷ pōṉṟavai.
Payaṉpaṭuttappaṭṭa vākaṉaṅkaḷ upakaraṇaṅkaḷukku nitiyaḷikkappaṭukiṟatā?, Ām payaṉpaṭuttappaṭṭa cottukkaḷ attakaiya cottukkaḷukku oru niṟuvappaṭṭa matippiṟku uṭpaṭṭu nitiyaḷikkappaṭukiṉṟaṉa. Attakaiya cottukkaḷukku teḷivāka aṭaiyāḷam kāṇakkūṭiya urimaiyāḷar iruppatum avaciyamākum. Nipantaṉaikaḷukku uṭpaṭṭu 20 āṇṭukaḷ varai paḻamaiyāṉa pirapalamāṉa vākaṉaṅkaḷukku nāṅkaḷ nitiyaḷikkiṟōm.
Kuttakai vacatiyai yār peṟalām?, Entavoru taṉippaṭṭa kūṭṭāṇmai allatu varaiyaṟukkappaṭṭa poṟuppu niṟuvaṉamum viṇṇappatārarkaḷiṉ kaṭaṉ takutiyiṉ nitiyāḷar matippīṭṭiṟku uṭpaṭṭu oru vacatiyaip peṟalām.
Kuttakai vacatiyaip peṟuvataṟku oruvar vari celuttupavarāka allatu naṭappuk kaṇakku vaittiruppavarāka irukka vēṇṭumā?, Illai. Ivai enta muṉ tēvaikaḷum illai.
Nīṅkaḷ cottukkaḷai aṭamāṉamāka vaikka vēṇṭumā?, Eṇ. Kuttakai vacatikaḷ potuvāka kūṭutal piṇaiyam illāmal nīṭṭikkappaṭum. Evvāṟāyiṉum  kuṟippāka upakaraṇaṅkaḷukku nitiyaḷikkum pōtu kūṭutal piṇaiyam kōrappaṭum cantarppaṅkaḷ irukkalām.
Kuttakai vacatikku viṇṇappikkum pōtu nāṉ eṉṉa āvaṇaṅkaḷaic camarppikka vēṇṭum?, 1. Vākaṉa upakaraṇaṅkaḷai viṟkum napariṉ vilaippaṭṭiyal 2. Niṟuvaṉam aṅkīkarikkappaṭṭa matippiliruntu matippīṭu. Eṅkaḷ kiḷai neṭvork mūlam matippīṭukaḷaip peṟalām (puttam putiya vākaṉam tavira). 3. Viṇṇappatārar maṟṟum uttaravātatārarkaḷiṉ varumāṉac cāṉṟu. Āvaṇaṅkaḷ kiṭaikkavillai eṉṟāl  vivātaṅkaḷ maṟṟum āṉcaiṭ āyvukaḷ mūlam peṟappaṭṭa varumāṉattiṉ aṭippaṭaiyilāṉa varumāṉa matippīṭṭai nāṅkaḷ paricīlikkalām 1. Tiṭṭamiṭappaṭṭa varumāṉa ātāraṅkaḷai uṟutippaṭuttum āvaṇaṅkaḷ. 2. Upakaraṇa niti viṣayattil tiṭṭa muṉmoḻivukaḷ. 3. Viṇṇappatārar maṟṟum uttaravātatārarkaḷiṉ NIC kaḷiṉ nakalkaḷ
Eṉatu paṇappuḻakkattaip pūrtti ceyyum vakaiyil kaṭṭaṇat tiṭṭattaik kaṭṭamaikka muṭiyumā?, Varumāṉam paruvakālamāka iruntāl.
Muṉpaṇamāka nāṉ evvaḷavu celutta vēṇṭum?, Itu viṇṇappatārariṉ cottuk kaṭaṉ takutiyiṉ cottu cantaippaṭuttutaliṉ vayataip poṟuttatu.
Kuttakai vacatiyai muṉkūṭṭiyē tiruppic celutta muṭiyumā?, Ām. Muṉ niṟuttattiṟku taḷḷupaṭi irukkum.
Kuttakai vacatiyaip peṟuvataṟku evvaḷavu kālam eṭukkum?, Tēvaiyāṉa aṉaittu takaval āvaṇaṅkaḷum camarppikkappaṭuvataṟku uṭpaṭṭu oru nāḷukkuḷ viṇṇappattai muṭikka nāṅkaḷ kaṭamaippaṭṭuḷḷōm.
Nitiyaḷikkappaṭṭa cottai nāṉ kāppīṭu ceyya vēṇṭumā?, Ām nitiyaḷikkappaṭṭa cottukku kāppīṭu ceyyappaṭa vēṇṭum (muḻu kāppīṭu). Eṅkaḷiṉ muḻuc contamāṉa tuṇai niṟuvaṉamāṉa HNB aṣyūraṉs  eṅkaḷāl ēṟṟukkoḷḷakkūṭiya uṅkaḷ viruppappaṭi oru kāppīṭṭāḷariṭam kāppīṭṭai vaikkum.
Kuttakai vacatiyaip peṟa nāṉ yārait toṭarpukoḷvatu?, Uṅkaḷ arukiluḷḷa kiḷai allatu eṅkaḷ vāṭikkaiyāḷar cēvai hāṭlaiṉ 0112024848 eṉṟa eṇṇil aḻaikkavum  ataṉpaṭi nāṅkaḷ uṅkaḷukku utavuvōm.
Kuttakai oppantattiṉ kīḻ uḷḷa vāṭakaik koṭuppaṉavukaḷai aṉumatikkakkūṭiya celavākak kōra muṭiyumā?, Kuttakaikku viṭappaṭṭa cottiṉ poṟuppāṉa ceyalpāṭṭiṉ mūlam varumāṉam īṭṭuvataṟkup payaṉpaṭuttappaṭṭu vāṭakaikkuk kōrappaṭalām.
Nāṉ HNB FINANCE uṭaṉ cēmippuk kaṇakkait tiṟantāl eṉṉa palaṉkaḷai aṉupavikkiṟēṉ?,1. Nīṅkaḷ oru pōṭṭi atika vaṭṭi vikitattaip peṟuvīrkaḷ. 2.Akkavuṇṭ pēlaṉs atikarikkum pōtu iṉṉum atika vaṭṭiyaip peṟuvīrkaḷ. 3. Eṅkaḷiṉ tīvu muḻuvatum uḷḷa kiḷai neṭvorkkiliruntu uṅkaḷ kaṇakkai aṇukalām. Enta HNB ēṭi'em'milum uṅkaḷ kaṇakkai aṇukalām. 4. Ilavaca sṭāṇṭiṅ ārṭar vacatikaḷai nīṅkaḷ aṉupavikkiṟīrkaḷ. 5. Uṅkaḷ tēvaikkēṟpa nīṅkaḷ virumpiya kaṇakkait tērnteṭukkavum. Mutaṉmai iṇaiyap pakkattil tayārippu vivaraṅkaḷaip pārkkavum. 6. Nīṅkaḷ oru pās puttakattai tērvu ceyyalām.
Cēmippuk kaṇakkiliruntu nāṉ eppaṭip paṇattaip peṟuvatu?, Aluvalaka vēlai nērattil HNB nitik kiḷai kavuṉṭarkaḷ allatu HNB ēṭi'emkaḷil iruntu atikapaṭcam rū. 150000 = Oru nāḷaikku. 24×7 (HNB niti HNB neṭvork)
ēṭi em mūlam paṇam eṭuppatil kaṭṭaṇam vacūlikkiṟīrkaḷā?, Paṇam eṭukka rū.12 Maṟṟum rū. 7 = Iruppu vicāraṇaikaḷil vacūlikkappaṭum. Aṟivippukkup piṟaku entavoru vitimuṟaikaḷaiyum nipantaṉaikaḷaiyum tiruttuvataṟku niṟuvaṉattiṟku urimai uḷḷatu eṉpatai niṉaivil koḷḷavum.(Inta cārjarkaḷ māṟṟaṅkaḷukku uṭpaṭṭavai)
Uṅkaḷ kiḷaikaḷ miṉṉaṇu muṟaiyil iṇaikkappaṭṭuḷḷatā?, Ām eṅkaḷ kiḷai valaiyamaippu iṇaikkappaṭṭuḷḷatu atāvatu  nīṅkaḷ koḻumpil iruntu paṇattai ṭepāciṭ ceytāl  uṅkaḷ paṇattai enta HNB FINANCE kiḷaiyiliruntum eṭukkalām allatu ataṟku nērmāṟākavum.
Eṉatu cēmippuk kaṇakkil nāṉ evvāṟu ṭepāciṭ ceyvatu?, Nīṅkaḷ entak kiḷai kavuṇṭarilum paṇam allatu kācōlai mūlam ṭepāciṭ ceyyalām. Kācōlai mūlam ṭepāciṭ ceytāl  HNB FINANCE Company PLC O A kaṇakku vaittiruppavariṉ peyar maṟṟum kaṇakku eṇṇukkuc cātakamāka kācōlai eṭukkappaṭa vēṇṭum. Tēvaippaṭṭāl  niti parimāṟṟamum ēṟpāṭu ceyyappaṭalām
nāṉ cēmippuk kaṇakkil kuṟaintapaṭca iruppu vaittirukka vēṇṭumā?, Ām. Cātāraṇa mūtta kuṭimakkaḷ cēmippuk kaṇakkil rū. 250 = Parāmarikka vēṇṭum maṟṟum yālu cēmippuk kaṇakkil rū.250 = Maṟṟum miyuḷaci cēmippuk kaṇakkil rū.250 =
Kuṟaintapaṭca irupput tokaiyai nāṉ parāmarikkavillai eṉṟāl kaṭṭaṇam vitikkappaṭumā?, Illai
